#1_usercol	2_usercol	3_usercol	5_pct_gc	7_num_C	8_num_G	12_seq_len
chr1	778502	778620	0.593220	42	28	118
chr1	778502	778620	0.593220	42	28	118
chr1	778502	778620	0.593220	42	28	118
chr1	778502	778620	0.593220	42	28	118
chr1	778502	778620	0.593220	42	28	118
chr1	778502	778620	0.593220	42	28	118
chr1	778502	778620	0.593220	42	28	118
chr1	778502	778620	0.593220	42	28	118
chr1	778502	778620	0.593220	42	28	118
chr1	778525	778644	0.605042	44	28	119
chr1	778525	778644	0.605042	44	28	119
chr1	778525	778644	0.605042	44	28	119
chr1	778525	778644	0.605042	44	28	119
chr1	778525	778644	0.605042	44	28	119
chr1	778525	778644	0.605042	44	28	119
chr1	778525	778644	0.605042	44	28	119
chr1	778525	778644	0.605042	44	28	119
chr1	778525	778644	0.605042	44	28	119
chr1	1308476	1308592	0.853448	44	55	116
chr1	1308476	1308592	0.853448	44	55	116
chr1	1308476	1308592	0.853448	44	55	116
chr1	1308476	1308592	0.853448	44	55	116
chr1	1308476	1308592	0.853448	44	55	116
chr1	1308476	1308592	0.853448	44	55	116
chr1	1308476	1308592	0.853448	44	55	116
chr1	1308476	1308592	0.853448	44	55	116
chr1	1308476	1308592	0.853448	44	55	116
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194644	2194758	0.833333	61	34	114
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194647	2194763	0.844828	63	35	116
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194671	2194785	0.824561	58	36	114
chr1	2194822	2194940	0.686441	47	34	118
chr1	2194822	2194940	0.686441	47	34	118
chr1	2194822	2194940	0.686441	47	34	118
chr1	2194822	2194940	0.686441	47	34	118
chr1	2194822	2194940	0.686441	47	34	118
chr1	2194822	2194940	0.686441	47	34	118
chr1	2194822	2194940	0.686441	47	34	118
chr1	2194822	2194940	0.686441	47	34	118
chr1	2194822	2194940	0.686441	47	34	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	2228017	2228135	0.838983	50	49	118
chr1	3857079	3857194	0.704348	52	29	115
chr1	3857079	3857194	0.704348	52	29	115
chr1	3857079	3857194	0.704348	52	29	115
chr1	3857079	3857194	0.704348	52	29	115
chr1	3857079	3857194	0.704348	52	29	115
chr1	3857079	3857194	0.704348	52	29	115
chr1	3857079	3857194	0.704348	52	29	115
chr1	3857079	3857194	0.704348	52	29	115
chr1	3857079	3857194	0.704348	52	29	115
chr1	3900511	3900630	0.546219	26	39	119
chr1	3900511	3900630	0.546219	26	39	119
chr1	3900511	3900630	0.546219	26	39	119
chr1	3900511	3900630	0.546219	26	39	119
chr1	3900511	3900630	0.546219	26	39	119
chr1	3900511	3900630	0.546219	26	39	119
chr1	3900511	3900630	0.546219	26	39	119
chr1	3900511	3900630	0.546219	26	39	119
chr1	3900511	3900630	0.546219	26	39	119
chr1	5745971	5746083	0.642857	35	37	112
chr1	5745971	5746083	0.642857	35	37	112
chr1	5745971	5746083	0.642857	35	37	112
chr1	5745971	5746083	0.642857	35	37	112
chr1	5745971	5746083	0.642857	35	37	112
chr1	5745971	5746083	0.642857	35	37	112
chr1	5745971	5746083	0.642857	35	37	112
chr1	5745971	5746083	0.642857	35	37	112
chr1	5745971	5746083	0.642857	35	37	112
chr1	6489912	6490027	0.660870	47	29	115
